year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,cause_of_death,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon
2019,6,20,13,104,1,52,Sahara Desert crossing,249,863,13,13.740268,100.400762
2019,6,22,17,104,1,52,Sahara Desert crossing,406,863,18,-5.033005,7.686422
2019,6,22,7,104,2,132,Sahara Desert crossing,896,863,7,12.091921492,15.037811041
2019,6,2,1,60,1,52,US-Mexico border crossing,2324,18,2,25.96451365,-100.280354833
2019,6,20,12,104,2,133,Iran to Türkiye,1109,863,15,36.048739,45.809583
2019,6,22,17,104,1,133,Sahara Desert crossing,791,863,18,-1.301118,15.821342
2019,6,22,17,104,1,132,Sahara Desert crossing,2048,863,18,-4.095111,14.52279
2019,6,22,17,104,1,133,Sahara Desert crossing,340,863,18,-4.306153,11.158826
2019,6,22,17,104,1,52,Sahara Desert crossing,544,863,18,-6.439898,6.884798
2019,6,22,17,104,2,66,Sahara Desert crossing,2576,863,18,-5.651178,10.483254
2019,6,20,13,104,2,133,Sahara Desert crossing,905,863,17,6.282531,100.03153
2019,6,22,17,104,1,66,Sahara Desert crossing,1034,863,18,1.515145,12.479761
2019,6,22,7,104,1,52,Sahara Desert crossing,2467,863,7,22.524866,9.987734
2019,7,22,3,104,1,15,Comoros to Mayotte,383,595,4,-12.778757,45.2952266
2019,6,20,13,104,1,52,Sahara Desert crossing,2560,863,13,16.953764,96.410956
2019,6,2,1,60,1,132,US-Mexico border crossing,2386,450,2,20.3899429,-99.6962028
2019,6,2,1,60,1,132,US-Mexico border crossing,2360,1094,2,17.5715573,-92.8321412
2019,6,5,5,68,1,132,English Channel to the UK,764,836,10,51.46378426,-0.157933543
2019,7,22,17,104,1,66,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,7,2,1,60,1,52,US-Mexico border crossing,958,766,2,16.7516009,-93.1029939
2019,7,22,17,104,2,132,Sahara Desert crossing,2064,863,18,-5.691763,11.316677
2019,7,23,9,104,1,52,Sahara Desert crossing,1938,863,8,38.12072,13.30701
2019,7,20,13,104,1,33,Sahara Desert crossing,635,863,13,-7.200598,112.168512
2019,7,23,9,104,2,52,Sahara Desert crossing,1938,863,8,38.12072,13.30701
2019,7,20,12,104,3,52,Sahara Desert crossing,590,863,15,23.727633,90.474951
2019,7,5,5,47,1,132,English Channel to the UK,58,176,20,51.708842168,4.396572521
2019,7,2,1,60,1,132,US-Mexico border crossing,725,372,2,18.769659289,-95.744834624
2019,7,2,1,54,1,133,US-Mexico border crossing,382,870,2,18.8776584,-98.7739324
2019,7,22,17,104,1,132,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,7,22,17,104,1,52,Sahara Desert crossing,1099,863,18,-0.351305,12.179216
2019,7,22,17,104,4,133,Sahara Desert crossing,761,863,18,-0.028555,16.261959
2019,7,22,17,104,1,66,Sahara Desert crossing,712,863,18,0.363461,12.058941
2019,7,10,11,104,1,132,Darien,1467,275,11,-5.2273198,-80.6550001
2019,7,22,17,104,2,133,Sahara Desert crossing,410,863,18,1.525573,12.472407
2019,7,22,17,104,1,132,Sahara Desert crossing,2014,863,18,-4.898504,13.293781
2019,7,22,7,104,1,133,Sahara Desert crossing,624,863,7,9.766009,4.048575
2019,7,22,17,104,1,133,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,7,2,1,60,1,132,US-Mexico border crossing,2342,640,2,18.023219672,-94.64177352
2019,7,22,7,104,1,132,Sahara Desert crossing,2467,863,7,22.524866,9.987734
2019,7,20,13,104,3,132,Sahara Desert crossing,1587,863,17,6.854375,101.586254
2019,7,6,3,104,2,52,Horn of Africa to Yemen crossing,605,863,4,11.103113,42.368422
2019,7,6,3,104,4,33,Horn of Africa to Yemen crossing,139,863,4,11.790683,42.883085
2019,7,6,18,104,1,132,Horn of Africa to Yemen crossing,140,863,19,12.519978,44.065797
2019,7,20,12,104,1,133,Sahara Desert crossing,1572,863,17,21.155015,91.824865
2019,7,22,17,104,1,66,Sahara Desert crossing,393,863,18,-2.21941,15.076764
2019,7,22,9,104,7,52,Sahara Desert crossing,2389,863,8,13.184645,32.887622
2019,7,22,17,104,2,132,Sahara Desert crossing,340,863,18,-4.306153,11.158826
2019,7,22,17,104,1,132,Sahara Desert crossing,2049,863,18,0.217793,14.383577
2019,7,22,17,104,2,132,Sahara Desert crossing,246,863,18,-4.759634,10.638253
2019,7,22,17,104,1,52,Sahara Desert crossing,2580,863,18,-16.263798,12.562665
2019,7,22,17,104,1,132,Sahara Desert crossing,340,863,18,-4.306153,11.158826
2019,7,23,9,104,1,66,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,7,22,17,104,1,66,Sahara Desert crossing,1097,863,18,-11.892614,11.581531
2019,7,22,17,104,2,52,Sahara Desert crossing,1107,863,18,-1.621256,6.659396
2019,7,22,17,104,1,132,Sahara Desert crossing,2043,863,18,-6.249892,13.427836
2019,7,22,17,104,1,52,Sahara Desert crossing,1047,863,18,-12.17459,12.559796
2019,7,22,17,104,2,66,Sahara Desert crossing,1159,863,18,1.225748,6.130096
2019,7,19,12,90,1,133,Afghanistan to Iran,2494,950,15,26.0953381,61.8462235
2019,7,14,11,106,1,132,Darien,1847,389,11,7.37823,-72.6503369
2019,7,22,17,104,1,66,Sahara Desert crossing,1034,863,18,1.515145,12.479761
2019,7,2,1,54,1,133,US-Mexico border crossing,1504,1227,2,17.258728416,-91.012688909
2019,7,10,1,104,1,132,US-Mexico border crossing,1427,254,2,26.217624638,-108.722723683
2019,7,25,5,104,1,132,Eastern Mediterranean,2261,1018,16,40.6400629,22.9444191
2019,7,22,17,104,1,132,Sahara Desert crossing,403,863,18,-2.929637,11.745172
2019,7,22,9,104,2,52,Sahara Desert crossing,1938,863,8,32.74491,12.450226
2019,8,22,17,104,2,132,Sahara Desert crossing,340,863,18,-4.306153,11.158826
2019,7,25,5,104,1,52,Eastern Mediterranean,701,297,16,40.840002243,26.215655703
2019,7,5,18,49,10,133,Horn of Africa to Yemen crossing,116,627,19,17.29803487,43.382434845
2019,7,10,1,104,1,132,US-Mexico border crossing,2367,637,2,18.122947114,-94.428417814
2019,7,2,1,60,1,133,US-Mexico border crossing,2307,185,2,25.406105757,-101.023817864
2019,8,22,17,104,1,66,Sahara Desert crossing,1099,863,18,-0.351305,12.179216
2019,8,23,5,104,4,33,Eastern Mediterranean,1552,863,10,62.54434,31.00759
2019,8,23,5,104,2,52,Eastern Mediterranean,1283,863,6,54.071498,42.733796
2019,8,0,1,27,1,66,US-Mexico border crossing,49,493,2,14.9055567,-92.2634136
2019,8,2,1,60,1,132,US-Mexico border crossing,2368,478,2,25.556799823,-100.947820623
2019,8,10,1,104,1,132,US-Mexico border crossing,2350,57,2,18.09383129,-94.570061606
2019,8,20,12,104,1,52,Afghanistan to Iran,1049,863,15,30.280599,57.131697
2019,8,19,13,82,2,132,Sahara Desert crossing,1086,612,13,18.1288078,99.3451118
2019,8,14,11,106,1,132,Darien,1074,1213,11,4.420165536,-75.382909935
2019,8,20,13,104,2,52,Sahara Desert crossing,1587,863,17,6.755663,101.701454
2019,8,20,12,104,1,66,Afghanistan to Iran,1037,863,15,34.704498,69.72133
2019,8,10,1,104,1,132,US-Mexico border crossing,1496,498,2,17.978116665,-94.268896487
2019,8,20,13,82,1,52,Sahara Desert crossing,2562,863,13,16.91332,96.248229
2019,8,22,17,104,1,52,Sahara Desert crossing,2559,863,18,-5.289204,6.823737
2019,8,22,17,104,1,66,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,8,2,1,60,1,133,US-Mexico border crossing,1075,362,2,14.854359535,-90.090189457
2019,8,6,3,104,5,33,Horn of Africa to Yemen crossing,755,863,4,11.71807,41.841216
2019,8,22,17,104,5,133,Sahara Desert crossing,614,863,18,-1.622854,14.09969
2019,8,22,17,104,2,133,Sahara Desert crossing,71,863,18,-4.039775,5.430734
2019,8,22,17,104,2,132,Sahara Desert crossing,246,863,18,-4.759634,10.638253
2019,8,22,17,104,2,132,Sahara Desert crossing,562,863,18,-3.470043,12.448416
2019,8,22,17,104,2,66,Sahara Desert crossing,1131,863,18,1.192921,9.546329
2019,8,22,17,104,1,66,Sahara Desert crossing,2043,863,18,-6.249892,13.427836
2019,8,22,17,104,1,66,Sahara Desert crossing,2576,863,18,-5.651178,10.483254
2019,8,22,17,104,1,133,Sahara Desert crossing,1101,863,18,-5.472885,12.376238
2019,8,22,17,104,1,133,Sahara Desert crossing,853,863,18,-1.702774,15.285799
2019,8,19,13,70,10,132,Sahara Desert crossing,2535,613,13,13.3888199,102.1175404
2019,8,22,17,104,1,132,Sahara Desert crossing,732,863,18,-5.194344,9.58323
2019,8,22,17,104,1,66,Sahara Desert crossing,761,863,18,-0.028555,16.261959
2019,8,22,7,104,2,133,Sahara Desert crossing,624,863,7,9.766009,4.048575
2019,8,22,17,104,1,66,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,8,20,13,104,1,52,Sahara Desert crossing,1759,863,13,21.060399,92.630156
2019,9,23,7,104,1,66,Sahara Desert crossing,1356,863,7,12.11316,15.04912
2019,8,20,12,104,2,52,Iran to Türkiye,2214,863,15,35.732116,51.144003
2019,8,12,5,40,6,132,Eastern Mediterranean,1448,570,16,40.8627948,26.0336872
2019,8,2,1,60,1,52,US-Mexico border crossing,493,765,2,19.6162033,-99.3001181
2019,8,14,11,106,1,133,Darien,1006,454,11,-0.1459438,-78.4452592
2019,8,14,11,106,1,132,Darien,1862,698,11,4.526179753,-75.635161398
2019,8,6,3,104,6,132,Horn of Africa to Yemen crossing,404,609,4,11.2755407,49.1878994
2019,8,6,3,104,4,133,Horn of Africa to Yemen crossing,845,609,4,10.3938218,47.7637565
2019,8,14,11,106,1,66,Darien,1657,288,11,1.108481235,-78.285248756
2019,9,6,3,104,2,52,Horn of Africa to Yemen crossing,2185,863,4,11.790683,42.883085
2019,9,10,1,104,1,132,US-Mexico border crossing,2356,989,2,19.314037774,-98.190767327
2019,9,19,13,82,1,133,Sahara Desert crossing,1314,24,13,21.191071719,92.183833394
2019,9,22,17,104,1,66,Sahara Desert crossing,2064,863,18,-5.691763,11.316677
2019,9,22,17,104,1,66,Sahara Desert crossing,1099,863,18,-0.351305,12.179216
2019,9,23,9,104,1,52,Sahara Desert crossing,1938,863,8,38.12072,13.30701
2019,9,22,17,104,1,66,Sahara Desert crossing,1559,863,18,-15.955289,18.071763
2019,9,22,17,104,2,66,Sahara Desert crossing,533,863,18,2.387595,6.369104
2019,9,22,17,104,1,52,Sahara Desert crossing,712,863,18,0.363461,12.058941
2019,9,26,9,56,1,133,Sahara Desert crossing,391,110,8,35.204391764,-2.925109863
2019,9,22,17,104,1,52,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,9,22,17,104,1,52,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,9,22,17,104,1,52,Sahara Desert crossing,1070,863,18,-12.211369,14.458665
2019,9,19,5,104,1,132,Eastern Mediterranean,644,324,16,41.094866935,25.406005057
2019,9,23,9,104,1,66,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,9,23,13,104,1,52,Sahara Desert crossing,982,863,13,-6.122906,106.714503
2019,9,22,17,104,1,132,Sahara Desert crossing,1563,863,18,-7.557931,9.516828
2019,9,6,3,104,1,133,Horn of Africa to Yemen crossing,404,609,4,11.2755407,49.1878994
2019,9,22,17,104,1,66,Sahara Desert crossing,1034,863,18,1.515145,12.479761
2019,9,22,17,104,2,133,Sahara Desert crossing,2460,863,18,-4.933881,20.745438
2019,9,23,18,104,3,52,Türkiye-Europe land route,977,863,19,38.390149,27.109922
2019,9,2,1,43,1,66,US-Mexico border crossing,1508,846,2,18.509727048,-97.409583063
2019,9,22,17,104,1,66,Sahara Desert crossing,2576,863,18,-5.651178,10.483254
2019,9,22,7,104,1,133,Sahara Desert crossing,2563,863,7,11.497064,3.839554
2019,9,22,17,104,1,52,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,9,22,17,104,1,133,Sahara Desert crossing,1047,863,18,-12.17459,12.559796
2019,9,22,17,104,1,133,Sahara Desert crossing,304,863,18,-1.451,15.494677
2019,9,22,17,104,3,52,Sahara Desert crossing,2580,863,18,-16.263798,12.562665
2019,9,22,17,104,2,52,Sahara Desert crossing,1107,863,18,-1.621256,6.659396
2019,9,22,17,104,1,133,Sahara Desert crossing,71,863,18,-4.039775,5.430734
2019,9,22,17,104,1,132,Sahara Desert crossing,2048,863,18,-4.095111,14.52279
2019,9,28,18,100,6,132,Syria to Türkiye,1821,549,19,36.24134236,36.574383138
2019,9,20,12,104,1,133,Sahara Desert crossing,1365,863,13,19.780361,94.052657
2019,9,20,12,104,3,52,Iran to Türkiye,159,863,15,39.195431,47.451948
2019,9,0,11,59,1,52,Darien,2200,315,11,-19.2761393,-68.6388049
2019,9,26,9,56,1,132,Sahara Desert crossing,1270,777,8,33.3699704,-7.5857231
2019,9,19,5,0,1,132,Central Mediterranean,370,319,16,39.5245731,20.257347
2019,10,14,11,106,1,132,Darien,426,753,11,-13.5911247,-70.9769245
2019,10,22,17,104,1,66,Sahara Desert crossing,68,863,18,-4.024984,5.34845
2019,10,10,1,104,1,132,US-Mexico border crossing,2312,804,2,26.417632,-108.6145938
2019,10,22,17,104,1,66,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,10,22,9,104,1,52,Sahara Desert crossing,379,108,8,35.2295222,-3.1277854
2019,10,10,1,104,1,132,US-Mexico border crossing,2353,283,2,17.8872074,-95.1386742
2019,10,22,17,104,1,66,Sahara Desert crossing,340,863,18,-4.306153,11.158826
2019,10,22,17,104,2,133,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,10,22,17,104,1,52,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,10,22,17,104,1,66,Sahara Desert crossing,750,863,18,-5.951714,6.149981
2019,10,23,13,104,1,133,Sahara Desert crossing,249,863,13,13.704853,100.660128
2019,10,22,17,104,1,132,Sahara Desert crossing,2063,863,18,-9.180365,11.413549
2019,10,22,17,104,2,132,Sahara Desert crossing,1091,863,18,-14.951501,12.9079
2019,10,22,9,104,2,133,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,10,22,17,104,1,66,Sahara Desert crossing,2534,863,18,-0.797255,10.350537
2019,10,2,1,60,1,132,US-Mexico border crossing,2304,992,2,22.142526393,-100.962295714
2019,10,28,5,52,3,132,Eastern Mediterranean,1852,572,16,40.740769379,23.256371965
2019,10,13,9,80,1,132,Western Mediterranean,1854,108,8,35.262748227,-2.937650888
2019,10,22,17,104,1,133,Sahara Desert crossing,2570,863,18,-4.091135,5.314491
2019,10,25,12,104,3,52,Afghanistan to Iran,719,863,15,29.076981,54.846159
2019,10,11,1,16,5,15,US-Mexico border crossing,1601,670,2,15.880321193,-93.833002002
2019,10,5,3,49,11,132,Horn of Africa to Yemen crossing,1863,470,4,10.482454822,45.161084754
2019,10,22,9,104,2,52,Sahara Desert crossing,2584,863,8,32.92432,12.09157
2019,10,22,7,104,1,52,Sahara Desert crossing,2467,863,7,22.524866,9.987734
2019,10,22,17,104,1,66,Sahara Desert crossing,613,863,18,-4.159312,13.11856
2019,10,22,9,104,1,52,Afghanistan to Iran,1748,863,8,32.42189,75.99627
2019,10,22,17,104,1,133,Sahara Desert crossing,71,863,18,-4.039775,5.430734
2019,10,22,17,104,1,132,Sahara Desert crossing,2576,863,18,-5.651178,10.483254
2019,10,22,17,104,1,66,Sahara Desert crossing,1124,863,18,-12.288251,11.320961
2019,10,23,13,104,2,52,Sahara Desert crossing,737,863,13,6.632736,101.158403
2019,10,23,13,104,1,66,Sahara Desert crossing,249,863,13,13.611547,100.490494
2019,10,22,17,104,2,52,Sahara Desert crossing,2048,863,18,-4.095712,14.522374
2019,10,23,13,104,1,133,Sahara Desert crossing,249,863,13,13.601124,100.504399
2019,10,22,9,104,1,33,Sahara Desert crossing,373,67,8,34.6820639,-1.9002861
2019,10,11,1,16,1,132,US-Mexico border crossing,1023,371,2,29.2371924,-110.93013194
2019,10,22,17,104,1,132,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,10,13,9,80,1,132,Sahara Desert crossing,443,111,8,35.1686165,-2.9275836
2019,10,6,3,104,6,133,Horn of Africa to Yemen crossing,845,609,4,10.3938218,47.7637565
2019,11,22,17,104,1,52,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,11,23,13,104,1,52,Sahara Desert crossing,736,863,13,5.951877,101.539717
2019,11,22,17,104,1,52,Sahara Desert crossing,1034,863,18,1.515145,12.479761
2019,11,23,13,104,1,66,Sahara Desert crossing,249,863,13,13.60225,100.430338
2019,11,23,5,104,1,132,Eastern Mediterranean,645,570,16,40.6919312,22.9450888
2019,11,22,17,104,1,52,Sahara Desert crossing,622,863,18,-0.028013,14.02788
2019,11,22,17,104,1,66,Sahara Desert crossing,1718,863,18,-1.140143,11.164518
2019,11,22,17,104,2,133,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,11,2,1,78,1,132,US-Mexico border crossing,2375,1242,2,28.4130919,-100.7672561
2019,11,23,13,104,2,52,Sahara Desert crossing,390,863,13,19.963732,100.608055
2019,11,23,13,104,1,52,Sahara Desert crossing,2506,863,13,15.084654,107.831617
2019,11,22,17,104,1,52,Sahara Desert crossing,68,863,18,-4.024984,5.34845
2019,11,23,13,104,1,52,Sahara Desert crossing,2506,863,13,15.019126,107.674175
2019,11,22,17,104,1,52,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,11,22,7,104,3,132,Sahara Desert crossing,250,863,7,4.39669,18.5586
2019,11,22,9,104,1,133,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,11,22,17,104,1,66,Sahara Desert crossing,2064,863,18,-5.691763,11.316677
2019,11,22,17,104,1,132,Sahara Desert crossing,1101,863,18,-5.472885,12.376238
2019,11,22,7,104,1,132,Sahara Desert crossing,1550,863,7,14.991249,6.201797
2019,11,22,17,104,1,66,Sahara Desert crossing,1099,863,18,-0.351305,12.179216
2019,11,10,1,104,1,132,US-Mexico border crossing,2335,1220,2,22.2246852,-98.0102662
2019,11,23,13,104,1,33,Sahara Desert crossing,1932,863,13,14.056498,102.397242
2019,11,22,17,104,3,133,Sahara Desert crossing,1096,863,18,-3.083854,14.071406
2019,11,22,17,104,2,52,Sahara Desert crossing,2580,863,18,-16.263798,12.562665
2019,11,22,17,104,2,66,Sahara Desert crossing,1159,863,18,1.225748,6.130096
2019,11,0,1,27,2,133,US-Mexico border crossing,355,447,2,17.464408,-91.4249549
2019,11,22,17,104,1,132,Sahara Desert crossing,732,863,18,-5.194344,9.58323
2019,11,22,17,104,1,66,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,11,22,17,104,3,132,Sahara Desert crossing,1107,863,18,-1.621256,6.659396
2019,11,22,17,104,1,66,Sahara Desert crossing,2576,863,18,-5.651178,10.483254
2019,11,22,9,104,1,133,Sahara Desert crossing,2429,863,8,-1.307491,23.338396
2019,11,22,17,104,1,66,Sahara Desert crossing,1045,863,18,-1.086697,13.089834
2019,11,22,17,104,2,133,Sahara Desert crossing,791,863,18,-1.301118,15.821342
2019,11,22,17,104,1,66,Sahara Desert crossing,2043,863,18,-6.249892,13.427836
2019,11,25,5,104,1,132,Eastern Mediterranean,2359,322,16,41.1951211,26.2991431
2019,11,10,1,104,1,132,US-Mexico border crossing,2288,962,2,20.6255181,-100.7629778
2019,11,5,18,50,10,133,Horn of Africa to Yemen crossing,0,627,19,16.9509413,43.7477742
2019,11,22,7,104,3,132,Sahara Desert crossing,1294,863,7,8.55916,16.07795
2019,11,14,1,106,5,132,US-Mexico border crossing,1021,1194,2,30.6248745,-110.9717597
2019,11,25,5,104,1,52,Eastern Mediterranean,1813,1251,16,41.2443761,26.1359431
2019,11,22,9,104,2,52,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,11,2,1,78,1,15,US-Mexico border crossing,1923,540,2,26.2364999,-98.6042454
2019,11,2,1,104,1,132,US-Mexico border crossing,1476,1059,2,24.4395105,-107.2115454
2019,11,20,13,104,1,52,Sahara Desert crossing,2567,863,13,18.913665,94.694799
2019,11,22,17,104,2,66,Sahara Desert crossing,2048,863,18,-4.095712,14.522374
2019,11,22,17,104,3,132,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,11,2,1,60,1,133,US-Mexico border crossing,2495,519,2,29.3232963,-100.9514187
2019,11,5,18,49,26,133,Horn of Africa to Yemen crossing,1362,629,19,17.245130865,43.239432135
2019,11,19,1,63,1,66,US-Mexico border crossing,506,462,2,18.149568,-94.411692
2019,12,22,17,104,1,66,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,12,22,17,104,1,52,Sahara Desert crossing,1036,863,18,-16.076174,14.164412
2019,12,22,17,104,1,66,Sahara Desert crossing,1666,863,18,-1.52105,12.368721
2019,12,22,17,104,1,66,Sahara Desert crossing,533,863,18,2.387595,6.369104
2019,12,22,17,104,3,133,Sahara Desert crossing,1096,863,18,-3.083854,14.071406
2019,12,22,17,104,3,66,Sahara Desert crossing,2245,863,18,-1.432042,14.077765
2019,12,22,9,104,1,52,Sahara Desert crossing,1938,863,8,38.12072,13.30701
2019,12,10,1,104,1,133,US-Mexico border crossing,2338,845,2,29.0729832,-110.9559294
2019,12,22,17,104,1,52,Sahara Desert crossing,1046,863,18,-11.444687,14.435103
2019,12,22,17,104,1,133,Sahara Desert crossing,68,863,18,-4.024984,5.34845
2019,12,10,1,104,1,132,US-Mexico border crossing,1488,717,2,19.0501683,-96.425314
2019,12,22,9,104,1,66,Sahara Desert crossing,2389,863,8,32.89534,13.18105
2019,12,2,1,78,1,15,US-Mexico border crossing,1916,541,2,26.202726724,-98.444762482
2019,12,22,17,104,1,66,Sahara Desert crossing,622,863,18,-0.028013,14.02788
2019,12,22,17,104,2,66,Sahara Desert crossing,533,863,18,2.387595,6.369104
2019,12,2,1,54,1,133,US-Mexico border crossing,1431,20,2,17.9936804,-95.4016158
2019,12,22,17,104,2,132,Sahara Desert crossing,2064,863,18,-5.691763,11.316677
2019,12,22,17,104,2,132,Sahara Desert crossing,406,863,18,-5.033005,7.686422
2019,12,6,3,104,1,133,Horn of Africa to Yemen crossing,404,609,4,11.2755407,49.1878994
2019,12,22,17,104,2,132,Sahara Desert crossing,237,863,18,-7.995856,12.617282
2019,12,22,17,104,3,133,Sahara Desert crossing,2234,863,18,-3.002443,16.765672
2019,12,10,1,104,1,132,US-Mexico border crossing,2264,776,2,28.693108078,-106.091735282
2019,12,22,17,104,1,132,Sahara Desert crossing,2043,863,18,-6.249892,13.427836
2019,12,22,17,104,1,133,Sahara Desert crossing,304,863,18,-1.451,15.494677
2019,12,19,5,90,1,15,Central Mediterranean,974,1253,16,45.881492295,13.494343027
2019,12,22,17,104,3,132,Sahara Desert crossing,2048,863,18,-4.095111,14.52279
2019,12,23,5,104,1,52,Eastern Mediterranean,1842,318,16,40.90681744,25.840116947
2019,12,23,13,104,2,33,Sahara Desert crossing,1133,863,13,18.242307,99.145007
