year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,cause_of_death,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon
2018,12,23,16,104,1,123,Central America to US,1763,155,9,27.028916988435,-98.07034530893
2018,12,23,8,104,1,61,Iran to Türkiye,2122,1082,19,35.963071341506,36.294640216232
2018,12,23,8,104,1,61,Iran to Türkiye,2122,1082,19,36.010976380608,36.291893634201
2018,12,23,16,104,1,127,Central America to US,423,157,9,29.827611906085,-102.59243241328
2018,12,23,16,104,1,123,Central America to US,34,530,9,26.182455064507,-98.379822163351
2018,12,23,8,104,1,45,Türkiye-Europe land route,84,239,16,41.090092,26.347378
2018,12,23,8,104,3,45,Türkiye-Europe land route,106,621,19,41.306959,26.519596
2018,12,23,16,104,1,67,Central America to US,846,157,9,29.608160591764,-102.88357010859
2018,11,23,8,104,1,128,Syria to Türkiye,102,544,19,36.837397656734,31.76585415541
2018,11,23,5,104,1,43,Western Mediterranean,374,118,20,51.09548780619,1.120740941664
2018,11,23,16,104,1,123,Central America to US,1727,686,9,26.955081229481,-97.828384703299
2018,11,23,0,104,2,57,Central America to US,1581,744,0,16.525452,-85.875321
2018,11,23,15,104,1,128,Sahara Desert crossing,1536,864,18,13.511667,2.125278
2018,11,23,16,104,1,123,Central America to US,1248,530,9,26.097296,-98.261871
2018,11,23,6,104,5,21,Sahara Desert crossing,1406,864,4,8.271988,34.587575
2018,11,23,15,104,1,67,Sahara Desert crossing,237,864,18,12.639167,-8.002778
2018,11,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.967643,7.985137
2018,11,23,8,104,1,61,Iran to Türkiye,2124,1082,19,36.829138418553,37.987020277664
2018,11,23,15,104,1,128,Sahara Desert crossing,2064,864,18,11.316667,-5.666667
2018,11,23,15,104,3,128,Sahara Desert crossing,2064,864,18,11.316667,-5.666667
2018,11,23,8,104,5,128,Iran to Türkiye,1861,85,19,38.645007505791,44.204894246094
2018,11,23,15,104,2,128,Sahara Desert crossing,2576,864,18,10.4875,-5.653611
2018,11,23,15,104,1,67,Sahara Desert crossing,710,864,18,12.05,0.366667
2018,11,23,15,104,1,128,Sahara Desert crossing,408,864,18,12.19,1.39
2018,11,23,15,104,1,57,Sahara Desert crossing,386,501,4,-12.784647790344,45.10032603125
2018,11,23,15,104,1,67,Sahara Desert crossing,340,864,18,11.183333,-4.283333
2018,11,23,8,104,1,61,Iran to Türkiye,2128,1082,19,35.996902662085,36.35989943316
2018,11,23,15,104,7,128,Sahara Desert crossing,340,864,18,11.183333,-4.283333
2018,10,23,6,104,3,131,Sahara Desert crossing,2492,864,4,8.734584,44.788894
2018,10,23,9,104,3,19,Sahara Desert crossing,2474,864,8,22.396611,26.693147
2018,10,23,15,104,1,123,Sahara Desert crossing,1107,864,18,6.666667,-1.616667
2018,10,23,15,104,1,67,Sahara Desert crossing,2401,864,4,-9.311028,32.777507
2018,10,23,15,104,1,67,Sahara Desert crossing,564,864,4,-14.395626,34.325744
2018,10,23,15,104,1,128,Sahara Desert crossing,2582,864,18,12.25,-0.616667
2018,10,23,6,104,2,62,Sahara Desert crossing,1256,864,8,12.953846,36.152215
2018,10,23,8,104,6,15,Syria to Türkiye,1111,44,19,35.858384350643,36.116948497315
2018,10,23,9,104,1,67,Sahara Desert crossing,1256,864,8,12.953846,36.152215
2018,10,23,15,104,1,67,Sahara Desert crossing,1666,864,18,12.357222,-1.535278
2018,10,23,15,104,1,67,Sahara Desert crossing,1357,864,4,-12.949113,28.674062
2018,10,23,15,104,1,67,Sahara Desert crossing,1349,864,4,-2.55236,36.79757
2018,10,23,15,104,7,15,Horn of Africa to Yemen crossing,950,1025,4,-4.841440546257,39.456025576692
2018,10,23,6,104,1,67,Sahara Desert crossing,1385,864,4,9.020952,46.451457
2018,10,23,15,104,1,80,Sahara Desert crossing,1446,864,4,-13.86155,33.782244
2018,10,23,15,104,1,67,Sahara Desert crossing,1459,864,4,-15.137787,39.230025
2018,10,23,15,104,1,128,Sahara Desert crossing,1495,864,4,-16.083382,33.637539
2018,10,23,15,104,2,80,Sahara Desert crossing,797,864,18,12.054854,-8.998136
2018,10,23,15,104,2,81,Sahara Desert crossing,812,864,18,4.366667,-7.716667
2018,10,23,15,104,1,123,Sahara Desert crossing,812,864,18,4.366667,-7.716667
2018,10,23,15,104,1,128,Sahara Desert crossing,2579,864,18,13.805278,8.988333
2018,10,23,8,104,22,128,Iran to Türkiye,1849,25,19,38.277054882761,27.182584225098
2018,10,23,15,104,1,62,Sahara Desert crossing,281,864,4,-22.224039,29.996078
2018,10,23,15,104,2,89,Sahara Desert crossing,2438,864,18,7.236226,-5.038495
2018,10,23,15,104,2,89,Sahara Desert crossing,2438,864,18,8.621028,-5.048118
2018,10,23,15,104,1,67,Sahara Desert crossing,2234,864,18,16.775833,-3.009444
2018,10,23,15,104,1,67,Sahara Desert crossing,2434,864,1,5.261657,13.578635
2018,10,23,6,104,1,128,Sahara Desert crossing,2551,864,4,4.884933,38.116099
2018,10,23,6,104,1,67,Sahara Desert crossing,758,864,4,6.770377,47.41765
2018,10,23,15,104,6,128,Sahara Desert crossing,895,864,1,4.916402,8.740138
2018,10,23,15,104,2,67,Sahara Desert crossing,1536,864,18,13.511667,2.125278
2018,10,23,15,104,1,62,Sahara Desert crossing,1281,864,18,14.495833,-4.198611
2018,10,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.967643,7.985137
2018,10,23,16,104,1,123,Central America to US,1247,530,9,26.1871099,-98.2259109
2018,10,23,15,104,1,119,Sahara Desert crossing,1452,864,4,-25.727874,32.550056
2018,10,23,15,104,1,128,Sahara Desert crossing,2064,864,18,11.316667,-5.666667
2018,10,23,15,104,1,128,Sahara Desert crossing,1537,864,18,10.283333,-4.916667
2018,10,23,15,104,3,123,Sahara Desert crossing,1107,864,18,6.666667,-1.616667
2018,10,23,15,104,1,67,Sahara Desert crossing,749,864,18,6.133333,-5.933333
2018,10,23,15,104,2,67,Sahara Desert crossing,549,864,18,10.867778,0.203611
2018,10,23,15,104,1,96,Sahara Desert crossing,2438,864,18,7.988257,-5.497591
2018,10,23,15,104,1,67,Sahara Desert crossing,340,864,18,11.183333,-4.283333
2018,10,23,15,104,2,57,Western Africa / Atlantic route to the Canary Islands,2487,516,17,11.538152737709,-17.14215921582
2018,10,23,13,104,1,97,Sahara Desert crossing,1789,864,13,10.275137,98.786917
2018,10,23,13,104,1,80,Sahara Desert crossing,2569,864,13,16.87079,96.268316
2018,10,23,6,104,2,62,Sahara Desert crossing,1406,864,4,8.271988,34.587575
2018,10,23,15,104,2,128,Sahara Desert crossing,596,864,18,10.58,-3.15
2018,10,23,15,104,2,123,Sahara Desert crossing,1187,864,1,5.79077,9.3026
2018,10,23,15,104,1,62,Sahara Desert crossing,1410,864,18,15.670295,-1.329927
2018,10,23,6,104,1,67,Sahara Desert crossing,2242,864,4,9.599192,43.343533
2018,9,23,15,104,1,128,Sahara Desert crossing,1666,864,18,12.357222,-1.535278
2018,9,23,9,104,1,75,Sahara Desert crossing,1256,864,8,12.953846,36.152215
2018,9,23,15,104,1,128,Sahara Desert crossing,2222,864,18,11.783333,-0.366667
2018,9,23,15,104,1,67,Sahara Desert crossing,541,864,18,23.43,-2.2
2018,9,23,8,104,1,61,Iran to Türkiye,2125,1082,19,36.0138136408,36.375692279839
2018,9,23,15,104,1,67,Sahara Desert crossing,1433,864,4,-9.96284,33.931714
2018,9,23,6,104,2,62,Sahara Desert crossing,2572,864,4,14.513764,39.383861
2018,9,23,16,104,1,123,Central America to US,29,530,9,26.239756571221,-98.564934202302
2018,9,23,6,104,3,18,Sahara Desert crossing,1300,864,4,3.536064,39.065407
2018,9,23,15,104,1,70,Sahara Desert crossing,1398,864,4,-13.66283,33.870444
2018,9,23,15,104,1,95,Sahara Desert crossing,1446,864,4,-13.86155,33.782244
2018,9,23,16,104,1,123,Central America to US,1259,530,9,26.222353347386,-98.47598488598
2018,9,23,15,104,1,95,Sahara Desert crossing,1468,864,4,-13.009242,40.527028
2018,9,23,6,104,1,96,Sahara Desert crossing,1391,864,4,11.018296,42.62509
2018,9,23,15,104,3,128,Sahara Desert crossing,1459,864,4,-15.137787,39.230025
2018,9,23,6,104,1,96,Sahara Desert crossing,1421,864,4,11.312407,42.923337
2018,9,23,15,104,2,123,Sahara Desert crossing,1446,864,4,-13.86155,33.782244
2018,9,23,15,104,1,67,Sahara Desert crossing,1452,864,4,-25.727874,32.550056
2018,9,23,15,104,1,123,Sahara Desert crossing,1078,864,1,14.2236391,13.91707
2018,9,23,15,104,1,46,Sahara Desert crossing,1151,864,4,-22.224428,29.988756
2018,9,23,15,104,2,67,Sahara Desert crossing,2401,864,4,-9.311028,32.777507
2018,9,23,15,104,1,62,Sahara Desert crossing,853,864,18,15.28,-1.7
2018,9,23,15,104,1,68,Sahara Desert crossing,92,864,18,16.967643,7.985137
2018,9,23,6,104,1,67,Sahara Desert crossing,1377,864,4,10.426632,45.022576
2018,9,23,16,104,1,123,Central America to US,17,530,9,26.211436358207,-98.422628209258
2018,9,23,15,104,2,123,Sahara Desert crossing,405,864,18,7.683333,-5.016667
2018,9,23,15,104,2,128,Sahara Desert crossing,2043,864,18,13.45,-6.266667
2018,9,23,15,104,1,62,Sahara Desert crossing,1046,864,18,14.45,-11.433333
2018,9,23,15,104,1,67,Western Africa / Atlantic route to the Canary Islands,540,864,18,14.692778,-17.446667
2018,9,23,15,104,1,123,Sahara Desert crossing,533,864,18,6.366667,2.433333
2018,9,23,15,104,1,67,Sahara Desert crossing,528,864,18,9.516667,-13.7
2018,9,23,15,104,1,4,Sahara Desert crossing,2048,864,18,14.533333,-4.1
2018,9,23,15,104,1,128,Sahara Desert crossing,581,864,18,17.275026,8.339431
2018,9,23,15,104,1,57,Sahara Desert crossing,385,474,4,-12.714997446292,45.050887554688
2018,9,23,15,104,1,123,Sahara Desert crossing,1459,864,4,-15.137787,39.230025
2018,9,23,15,104,2,79,Sahara Desert crossing,2557,864,18,6.816667,-5.283333
2018,9,23,15,104,1,81,Sahara Desert crossing,1536,864,18,13.511667,2.08392
2018,9,23,15,104,1,67,Sahara Desert crossing,285,864,18,11.176623,0.954152
2018,9,23,15,104,2,4,Sahara Desert crossing,581,864,18,17.288454,8.188231
2018,9,23,15,104,1,123,Sahara Desert crossing,65,864,18,5.316667,-4.033333
2018,9,23,15,104,2,128,Sahara Desert crossing,1097,864,18,11.583333,-11.9
2018,9,23,15,104,1,128,Sahara Desert crossing,1390,864,4,-6.816579,39.081499
2018,9,23,15,104,1,85,Sahara Desert crossing,761,864,18,16.266667,-0.05
2018,9,23,15,104,2,71,Sahara Desert crossing,92,864,18,16.967643,7.985137
2018,9,23,8,104,1,128,Iran to Türkiye,832,544,19,38.375852669921,34.02760767057
2018,9,23,8,104,2,61,Iran to Türkiye,2122,1082,19,35.966158873053,36.296013507247
2018,9,23,15,104,3,62,Sahara Desert crossing,1436,864,18,14.499142,-11.459961
2018,9,23,15,104,4,62,Sahara Desert crossing,1182,864,18,10.597203,-7.463892
2018,9,23,15,104,1,67,Sahara Desert crossing,1281,864,18,14.495833,-4.198611
2018,9,23,15,104,1,128,Sahara Desert crossing,731,864,18,9.583333,-5.2
2018,9,23,15,104,2,128,Sahara Desert crossing,2064,864,18,11.316667,-5.666667
2018,9,23,15,104,6,128,Sahara Desert crossing,467,864,1,18.617049,15.75216
2018,9,23,8,104,1,61,Iran to Türkiye,2129,1082,19,35.9405625,36.1891875
2018,9,23,6,104,15,96,Sahara Desert crossing,1419,864,4,11.668239,42.69183
2018,9,23,15,104,3,128,Sahara Desert crossing,2557,864,18,6.816667,-5.283333
2018,9,23,16,104,1,127,Central America to US,1728,680,9,30.567538988812,-103.98732244355
2018,8,23,6,104,1,96,Sahara Desert crossing,752,864,4,11.719698,41.838791
2018,8,23,6,104,2,62,Sahara Desert crossing,1429,864,4,9.322813,42.787821
2018,8,23,6,104,1,4,Sahara Desert crossing,1393,864,4,11.102066,42.377063
2018,8,23,8,104,2,61,Iran to Türkiye,2132,1082,19,36.1435625,36.3859375
2018,8,23,1,104,2,128,US-Mexico border crossing,829,435,2,25.476931063531,-102.1726789898
2018,8,23,9,104,4,62,Sahara Desert crossing,284,864,8,31.986596,20.297225
2018,8,23,6,104,2,95,Sahara Desert crossing,1380,864,4,11.275784,49.121736
2018,8,23,15,104,1,67,Western Africa / Atlantic route to the Canary Islands,2096,864,18,16.033333,-16.5
2018,8,23,13,104,3,81,Sahara Desert crossing,1189,864,12,24.096596,93.807455
2018,8,23,15,104,2,123,Sahara Desert crossing,1107,864,18,6.666667,-1.616667
2018,8,23,6,104,1,128,Sahara Desert crossing,1417,864,4,9.511606,44.059039
2018,8,23,15,104,1,123,Sahara Desert crossing,65,864,18,5.316667,-4.033333
2018,8,23,15,104,1,68,Sahara Desert crossing,761,864,18,16.266667,-0.05
2018,8,23,6,104,2,62,Sahara Desert crossing,1300,864,4,3.536064,39.065407
2018,8,23,15,104,1,123,Sahara Desert crossing,1107,864,18,6.666667,-1.616667
2018,8,23,5,104,1,43,Western Mediterranean,1844,253,20,51.1784629,3.1238834
2018,8,23,6,104,1,62,Sahara Desert crossing,2238,864,4,3.979193,44.511301
2018,8,23,15,104,1,123,Western Africa / Atlantic route to the Canary Islands,540,864,18,14.692778,-17.446667
2018,8,23,6,104,1,81,Sahara Desert crossing,758,864,4,6.770377,47.41765
2018,8,23,15,104,3,128,Sahara Desert crossing,2438,864,18,8.615293,-4.976938
2018,8,23,8,104,1,61,Iran to Türkiye,2121,1082,19,36.2248125,36.5023125
2018,8,23,9,104,1,75,Sahara Desert crossing,1748,864,8,24.856379,14.585691
2018,8,23,6,104,1,62,Sahara Desert crossing,1256,864,8,12.953846,36.152215
2018,8,23,16,104,1,15,Central America to US,1824,157,9,29.265025644611,-103.78258714819
2018,8,23,9,104,1,67,Sahara Desert crossing,2108,864,8,20.558616,24.974334
2018,8,23,15,104,2,128,Sahara Desert crossing,2576,864,18,10.4875,-5.653611
2018,8,23,15,104,1,123,Sahara Desert crossing,1034,864,18,12.483333,1.516667
2018,8,23,8,104,1,61,Iran to Türkiye,2122,1082,19,35.954302109932,36.21361604631
2018,8,23,6,104,1,62,Sahara Desert crossing,1451,864,4,9.949495,44.696042
2018,8,23,15,104,1,67,Sahara Desert crossing,2579,864,18,13.805278,8.988333
2018,8,23,15,104,2,128,Sahara Desert crossing,1096,864,18,14.063889,-3.075278
2018,8,23,8,104,1,61,Iran to Türkiye,2164,1082,19,35.950863086162,36.284708065714
2018,8,23,6,104,3,84,Sahara Desert crossing,1414,864,4,8.36622,39.466646
2018,8,23,15,104,1,81,Sahara Desert crossing,340,864,18,11.183333,-4.283333
2018,7,23,6,104,1,67,Sahara Desert crossing,1417,864,4,9.511606,44.059039
2018,7,23,15,104,2,128,Sahara Desert crossing,2576,864,18,10.4875,-5.653611
2018,7,23,9,104,2,84,Sahara Desert crossing,1981,864,8,25.607538,13.911151
2018,7,23,6,104,1,62,Sahara Desert crossing,1300,864,4,3.536064,39.065407
2018,7,23,6,104,1,67,Sahara Desert crossing,1080,864,4,-0.310591,42.39613
2018,7,23,15,104,1,67,Sahara Desert crossing,1034,864,18,12.483333,1.516667
2018,7,23,9,104,1,78,Sahara Desert crossing,1256,864,8,12.953846,36.152215
2018,7,23,8,104,6,118,Sahara Desert crossing,988,65,19,16.583541937366,42.850998310625
2018,7,23,8,104,2,61,Iran to Türkiye,2122,1082,19,36.037415054876,36.381528766656
2018,7,23,6,104,3,80,Sahara Desert crossing,1265,864,4,15.58014,39.443588
2018,7,23,6,104,1,62,Sahara Desert crossing,1460,864,4,5.321172,39.569408
2018,7,23,15,104,1,128,Sahara Desert crossing,2043,864,18,13.45,-6.266667
2018,7,23,6,104,1,67,Sahara Desert crossing,1146,864,4,0.345906,40.882634
2018,7,23,6,104,1,67,Sahara Desert crossing,1392,864,4,2.5,42.329444
2018,7,23,15,104,1,123,Sahara Desert crossing,92,864,18,16.967643,7.985137
2018,7,23,8,104,3,61,Iran to Türkiye,2125,1082,19,36.008703898861,36.375425242882
2018,7,23,9,104,2,81,Sahara Desert crossing,2108,864,8,21.053344,24.890891
2018,7,23,6,104,1,128,Sahara Desert crossing,758,864,4,6.770377,47.41765
2018,7,23,15,104,1,47,Sahara Desert crossing,1152,904,14,-22.227548063101,30.004826466378
2018,7,23,9,104,1,68,Sahara Desert crossing,1981,864,8,24.740071,13.7307
2018,7,23,1,104,1,41,US-Mexico border crossing,2321,807,9,32.3881816,-115.2257264
2018,7,23,6,104,2,62,Sahara Desert crossing,1460,864,4,5.321172,39.569408
2018,7,23,6,104,7,62,Sahara Desert crossing,1460,864,4,5.321172,39.569408
2018,7,23,8,104,4,15,Türkiye-Europe land route,354,619,19,41.326511291792,26.50971343291
2018,7,23,6,104,2,80,Sahara Desert crossing,1300,864,4,3.536064,39.065407
2018,7,23,9,104,8,119,Sahara Desert crossing,960,1053,8,32.870128661262,12.191524254297
2018,7,23,15,104,2,4,Sahara Desert crossing,174,601,18,19.405237147755,5.753553025781
2018,7,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.946465,7.967111
2018,7,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.985362,7.97281
2018,7,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.993078,8.007654
2018,7,23,8,104,1,61,Iran to Türkiye,2122,1082,19,36.037065773178,36.380504869171
2018,7,23,6,104,1,62,Sahara Desert crossing,1394,864,4,9.573928,41.845284
2018,7,23,15,104,1,123,Sahara Desert crossing,2203,864,18,10.616667,1.266667
2018,7,23,8,104,1,61,Iran to Türkiye,2125,1082,19,36.003732194029,36.369817650125
2018,7,23,15,104,2,67,Sahara Desert crossing,1126,864,18,6.455027,3.384082
2018,7,23,15,104,1,123,Sahara Desert crossing,1107,864,18,6.666667,-1.616667
2018,7,23,16,104,1,125,Central America to US,1711,967,9,31.353453,-109.6516156
2018,7,23,9,104,1,84,Sahara Desert crossing,1981,864,8,22.14132,5.690257
2018,7,23,15,104,2,123,Sahara Desert crossing,2080,864,18,8.983333,1.133333
2018,7,23,15,104,1,85,Sahara Desert crossing,1724,864,18,6.497222,2.605
2018,7,23,16,104,1,58,Central America to US,1711,967,9,31.9676831,-113.0133083
2018,7,23,15,104,1,67,Western Africa / Atlantic route to the Canary Islands,252,864,18,13.453056,-16.5775
2018,7,23,15,104,1,128,Sahara Desert crossing,340,864,18,11.183333,-4.283333
2018,7,23,15,104,1,67,Sahara Desert crossing,2064,864,18,11.316667,-5.666667
2018,7,23,15,104,1,67,Sahara Desert crossing,405,864,18,7.683333,-5.016667
2018,7,23,15,104,3,79,Sahara Desert crossing,405,864,18,7.683333,-5.016667
2018,7,23,15,104,1,85,Sahara Desert crossing,761,864,18,16.266667,-0.05
2018,7,23,15,104,2,91,Sahara Desert crossing,2557,864,18,6.816667,-5.283333
2018,7,23,15,104,1,59,Sahara Desert crossing,65,864,18,5.316667,-4.033333
2018,7,23,1,104,1,41,Central America to US,2318,366,2,0.192065,-100.881201
2018,6,23,6,104,6,62,Sahara Desert crossing,1460,864,4,5.321172,39.569408
2018,6,23,6,104,1,128,Sahara Desert crossing,1430,864,4,0.487983,42.77828
2018,6,23,8,104,1,61,Iran to Türkiye,2166,1082,19,36.57663577196,36.583788674826
2018,6,23,15,104,2,4,Sahara Desert crossing,1982,864,18,22.692586,12.480116
2018,6,23,15,104,2,67,Sahara Desert crossing,1666,864,18,12.357222,-1.535278
2018,6,23,15,104,2,128,Sahara Desert crossing,1979,864,1,23.987799,18.005633
2018,6,23,6,104,5,62,Sahara Desert crossing,1415,864,4,9.402564,42.018769
2018,6,23,9,104,2,77,Sahara Desert crossing,2477,864,8,19.635357,27.103538
2018,6,23,15,104,1,67,Sahara Desert crossing,1098,864,18,12.25,-2.366667
2018,6,23,15,104,1,123,Sahara Desert crossing,237,864,18,12.639167,-8.002778
2018,6,23,8,104,1,61,Iran to Türkiye,2166,1082,19,36.490566676243,36.549456399435
2018,6,23,15,104,1,128,Sahara Desert crossing,1979,864,1,23.370165,17.68338
2018,6,23,15,104,2,18,Horn of Africa to Yemen crossing,2082,864,4,3.553899,38.65486
2018,6,23,15,104,2,67,Sahara Desert crossing,1666,864,18,13.57453,-2.41366
2018,6,23,9,104,2,81,Sahara Desert crossing,1981,864,8,23.095196,22.792007
2018,6,23,9,104,2,84,Sahara Desert crossing,1981,864,8,22.765384,22.374041
2018,6,23,9,104,2,84,Sahara Desert crossing,1981,864,8,25.500028,14.602296
2018,6,23,15,104,3,7,Sahara Desert crossing,1979,864,18,24.540359,15.774139
2018,6,23,6,104,1,67,Sahara Desert crossing,758,864,4,6.770377,47.41765
2018,6,23,15,104,1,67,Sahara Desert crossing,237,864,18,12.669425,-7.909603
2018,6,23,9,104,2,81,Sahara Desert crossing,1936,864,8,27.124841,14.279231
2018,6,23,8,104,1,61,Iran to Türkiye,2123,1082,19,36.496184527901,36.546557245811
2018,6,23,15,104,3,92,Sahara Desert crossing,1046,864,18,14.45,-11.433333
2018,6,23,15,104,3,67,Sahara Desert crossing,237,864,18,12.639167,-8.0657
2018,6,23,15,104,12,128,Sahara Desert crossing,822,1121,4,-15.295060959251,34.442272972266
2018,6,23,8,104,1,61,Iran to Türkiye,2125,1082,19,36.002631757006,36.368229201871
2018,6,23,15,104,3,14,Sahara Desert crossing,92,864,18,16.974855,7.982422
2018,6,23,16,104,1,123,Central America to US,1727,686,9,26.832604835274,-97.817398375174
2018,6,23,15,104,1,67,Sahara Desert crossing,2579,864,18,13.747392,8.94679
2018,6,23,15,104,6,128,Western Africa / Atlantic route to the Canary Islands,540,864,18,14.692778,-17.446667
2018,6,23,15,104,2,128,Sahara Desert crossing,92,864,18,16.99669,8.008341
2018,6,23,15,104,1,67,Sahara Desert crossing,2210,864,18,15.355787,5.20899
2018,6,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.984541,7.966631
2018,6,23,15,104,1,67,Sahara Desert crossing,1982,864,18,22.042367,11.755083
2018,6,23,8,104,1,61,Iran to Türkiye,2119,1082,19,36.54785814379,36.582863456053
2018,6,23,15,104,1,123,Sahara Desert crossing,2446,864,18,12.5295,-6.251212
2018,6,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.949076,7.966974
2018,6,23,6,104,1,128,Sahara Desert crossing,618,864,4,4.168021,42.059173
2018,6,23,15,104,1,67,Sahara Desert crossing,2579,864,18,13.839598,8.983237
2018,6,23,15,104,3,128,Sahara Desert crossing,237,864,18,12.639167,-8.002778
2018,6,23,8,104,1,61,Iran to Türkiye,2119,1082,19,36.51737771666,36.567004039453
2018,6,23,15,104,3,123,Sahara Desert crossing,237,864,18,12.669425,-7.909603
2018,6,23,15,104,2,67,Sahara Desert crossing,92,864,18,16.929042,7.953071
2018,6,23,15,104,2,67,Sahara Desert crossing,92,864,18,16.941194,7.964399
2018,6,23,9,104,1,95,Sahara Desert crossing,2199,864,8,22.263195,23.411013
2018,6,23,15,104,1,67,Sahara Desert crossing,2579,864,18,13.794627,8.989361
2018,6,23,15,104,1,67,Sahara Desert crossing,2579,864,18,13.805278,8.988333
2018,5,23,16,104,1,40,Central America to US,336,157,9,29.543033836743,-102.91439414668
2018,5,23,6,104,1,128,Sahara Desert crossing,2242,864,4,9.599192,43.343533
2018,5,23,9,104,2,67,Sahara Desert crossing,1978,864,8,20.610678,27.916851
2018,5,23,6,104,5,62,Sahara Desert crossing,1486,864,8,9.162732,39.016822
2018,5,23,8,104,2,15,Türkiye-Europe land route,704,622,19,41.326211684825,26.567142067708
2018,5,23,15,104,1,67,Sahara Desert crossing,1666,864,18,13.57453,-2.41366
2018,5,23,8,104,1,61,Iran to Türkiye,2122,1082,19,35.988829257152,36.323174184375
2018,5,23,15,104,1,67,Sahara Desert crossing,1666,864,18,12.357222,-1.535278
2018,5,23,15,104,2,4,Sahara Desert crossing,1977,601,18,19.871463863634,8.2941521875
2018,5,23,8,104,1,61,Iran to Türkiye,2122,1082,19,36.003290544157,36.378105825
2018,5,23,8,104,1,15,Türkiye-Europe land route,705,620,19,41.32399750869,26.591170982259
2018,5,23,8,104,1,128,Türkiye-Europe land route,1853,83,19,41.306921,26.8232329
2018,5,23,15,104,1,4,Sahara Desert crossing,2446,864,18,18.454354,1.409992
2018,5,23,15,104,2,18,Sahara Desert crossing,1069,864,18,18.454354,1.409992
2018,5,23,15,104,1,62,Sahara Desert crossing,1315,864,1,12.113056,15.049167
2018,5,23,15,104,7,15,Sahara Desert crossing,1129,857,4,-8.962610158582,28.792533329297
2018,5,23,9,104,3,76,Sahara Desert crossing,1984,864,8,21.943709,27.672666
2018,5,23,15,104,1,18,Sahara Desert crossing,1033,864,18,12.0,8.516667
2018,5,23,6,104,2,95,Sahara Desert crossing,1300,864,4,3.536064,39.065407
2018,5,23,15,104,1,123,Sahara Desert crossing,2446,864,18,14.44682,-11.43794
2018,5,23,16,104,1,123,Central America to US,1727,686,9,26.972353315627,-97.820144957206
2018,5,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.991703,7.972626
2018,5,23,15,104,3,80,Sahara Desert crossing,766,864,18,14.714414,8.819953
2018,5,23,6,104,2,62,Sahara Desert crossing,1394,864,4,9.573928,41.845284
2018,5,23,6,104,1,62,Sahara Desert crossing,1360,864,4,7.296123,38.354746
2018,5,23,8,104,1,61,Iran to Türkiye,2128,1082,19,36.001287936694,36.370466152734
2018,5,23,15,104,2,109,Sahara Desert crossing,766,864,18,14.709765,8.814117
2018,5,23,6,104,1,62,Sahara Desert crossing,1380,864,4,11.275784,49.121736
2018,5,23,15,104,3,96,Sahara Desert crossing,766,864,18,14.712754,8.815833
2018,5,23,6,104,2,35,Sahara Desert crossing,1380,864,4,11.275784,49.121736
2018,5,23,5,104,1,15,Western Mediterranean,631,221,20,44.839670353177,6.580775142822
2018,5,23,8,104,2,61,Iran to Türkiye,2122,1082,19,35.996329319205,36.366776174121
2018,5,23,16,104,1,123,Central America to US,1727,686,9,26.984183830293,-97.721268004081
2018,5,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.987148,7.960963
2018,5,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.977625,7.997695
2018,5,23,15,104,13,15,Horn of Africa to Yemen crossing,1584,592,4,-12.129305140287,44.383990507813
2018,5,23,15,104,2,128,Sahara Desert crossing,2576,864,18,10.48649,-5.65283
2018,5,23,15,104,3,128,Sahara Desert crossing,1871,1177,4,-0.154338359569,30.479184865637
2018,5,23,15,104,1,67,Sahara Desert crossing,92,864,18,16.927236,7.967146
2018,5,23,6,104,1,62,Sahara Desert crossing,1266,864,4,2.002215,45.216762
2018,5,23,15,104,2,119,Sahara Desert crossing,92,864,18,16.991047,8.004144
2018,5,23,15,104,1,119,Sahara Desert crossing,92,864,18,16.981853,7.989044
2018,5,23,15,104,1,67,Sahara Desert crossing,1982,864,18,21.470962,11.425523
2018,4,23,8,104,1,57,Türkiye-Europe land route,696,1176,19,41.328630254137,26.601127039589
2018,4,23,9,104,1,128,Sahara Desert crossing,1986,864,8,22.579989,33.862362
2018,4,23,15,104,2,96,Sahara Desert crossing,766,864,18,14.706776,8.813774
2018,4,23,15,104,47,15,Horn of Africa to Yemen crossing,1665,1032,1,2.725285183307,18.399992195313
2018,4,23,9,104,2,75,Sahara Desert crossing,1978,864,8,20.610678,27.916851
2018,4,23,15,104,1,67,Sahara Desert crossing,1536,864,18,13.567446,2.108762
2018,4,23,15,104,4,75,Sahara Desert crossing,766,864,18,14.714414,8.819953
2018,4,23,15,104,1,35,Sahara Desert crossing,2044,864,18,20.147227,12.966097
2018,4,23,8,104,1,61,Iran to Türkiye,2122,1082,19,36.012715861839,36.375359242969
